x,y,surface_elevation,bottom_depth,water_depth,timestamp,confidence
300105.23695,-950713.11782,-16.18776,-3.886073832107944,12.301686167892058,2025-08-23T09:49:57.180999,0.22553789931016147
300105.23668,-950713.11758,-16.18865,-3.886073832107944,12.302576167892056,2025-08-23T09:49:57.281000,0.22606539208013351
300105.23653,-950713.11743,-16.18899,-3.886073832107944,12.302916167892057,2025-08-23T09:49:57.341000,0.22638262625082434
300105.2363,-950713.11719,-16.18939,-3.886073832107944,12.303316167892056,2025-08-23T09:49:57.440999,0.22691214969038406
300105.23618,-950713.11704,-16.18966,-3.886073832107944,12.303586167892057,2025-08-23T09:49:57.500999,0.22723031643405928
300105.23598,-950713.11678,-16.19044,-3.886073832107944,12.304366167892056,2025-08-23T09:49:57.601000,0.2277627532864054
300105.23587,-950713.11662,-16.191219999999998,-3.886073832107944,12.305146167892055,2025-08-23T09:49:57.661000,0.22808298740022334
300105.23571,-950713.1164,-16.19267,-3.886073832107944,12.306596167892057,2025-08-23T09:49:57.739999,0.22850687968501318
300105.2356,-950713.11624,-16.194039999999998,-3.886073832107944,12.307966167892054,2025-08-23T09:49:57.800000,0.228829155478805
300105.23544,-950713.11601,-16.196099999999998,-3.886073832107944,12.310026167892055,2025-08-23T09:49:57.879999,0.22926119841550663
300105.23527,-950713.11579,-16.19824,-3.886073832107944,12.312166167892055,2025-08-23T09:49:57.959999,0.2296951178039026
300105.23514,-950713.11563,-16.199759999999998,-3.886073832107944,12.313686167892055,2025-08-23T09:49:58.019999,0.23002163015066357
300105.23494,-950713.11544,-16.20151,-3.886073832107944,12.315436167892056,2025-08-23T09:49:58.099999,0.23045925881309767
300105.23474,-950713.11526,-16.20277,-3.886073832107944,12.316696167892058,2025-08-23T09:49:58.180000,0.23089834230084896
300105.2345,-950713.11506,-16.203599999999998,-3.886073832107944,12.317526167892055,2025-08-23T09:49:58.279999,0.23144853505474858
300105.23436,-950713.11495,-16.20375,-3.886073832107944,12.317676167892056,2025-08-23T09:49:58.339999,0.2317795114578439
300105.23414,-950713.11477,-16.20367,-3.886073832107944,12.317596167892056,2025-08-23T09:49:58.440000,0.2323324976914699
300105.234,-950713.11465,-16.203599999999998,-3.886073832107944,12.317526167892055,2025-08-23T09:49:58.500000,0.23266617303833678
300105.23383,-950713.11449,-16.20374,-3.886073832107944,12.317666167892057,2025-08-23T09:49:58.580000,0.23311169696263684
300105.23366,-950713.11431,-16.20433,-3.886073832107944,12.318256167892056,2025-08-23T09:49:58.660000,0.23355926987829814
300105.23353,-950713.11416,-16.20512,-3.886073832107944,12.319046167892058,2025-08-23T09:49:58.720000,0.23389645384891136
300105.23337,-950713.11395,-16.20658,-3.886073832107944,12.320506167892056,2025-08-23T09:49:58.798999,0.23434149109085284
300105.23324,-950713.11378,-16.20791,-3.886073832107944,12.321836167892055,2025-08-23T09:49:58.858999,0.234681214201884
300105.23304,-950713.11348,-16.21021,-3.886073832107944,12.324136167892057,2025-08-23T09:49:58.959000,0.23524892329878674
300105.23292,-950713.11331,-16.21147,-3.886073832107944,12.325396167892055,2025-08-23T09:49:59.019000,0.23559062755588012
300105.23267,-950713.11305,-16.21314,-3.886073832107944,12.327066167892056,2025-08-23T09:49:59.118999,0.23616452904847524
300105.23241,-950713.11281,-16.214,-3.886073832107944,12.327926167892056,2025-08-23T09:49:59.218999,0.23674136651900632
300105.23225,-950713.11269,-16.21419,-3.886073832107944,12.328116167892055,2025-08-23T09:49:59.279000,0.23708863744072087
300105.23203,-950713.11253,-16.214209999999998,-3.886073832107944,12.328136167892055,2025-08-23T09:49:59.358999,0.23755357629945484
300105.23186,-950713.11242,-16.21419,-3.886073832107944,12.328116167892055,2025-08-23T09:49:59.419000,0.23790359172817532
300105.23156,-950713.11224,-16.214399999999998,-3.886073832107944,12.328326167892055,2025-08-23T09:49:59.519000,0.23849007691702961
300105.23137,-950713.11211,-16.21481,-3.886073832107944,12.328736167892057,2025-08-23T09:49:59.578999,0.23884421041133927
300105.23106,-950713.11189,-16.216079999999998,-3.886073832107944,12.330006167892055,2025-08-23T09:49:59.678999,0.23943641541067306
300105.23087,-950713.11175,-16.21718,-3.886073832107944,12.331106167892056,2025-08-23T09:49:59.737999,0.23978770278187128
300105.23058,-950713.11147,-16.21934,-3.886073832107944,12.333266167892056,2025-08-23T09:49:59.838000,0.2403841712768815
300105.23035,-950713.11124,-16.221149999999998,-3.886073832107944,12.335076167892055,2025-08-23T09:49:59.917999,0.24086332395385693
300105.23014,-950713.11099,-16.22286,-3.886073832107944,12.336786167892058,2025-08-23T09:49:59.997999,0.24134337882510418
300105.2299,-950713.11078,-16.224339999999998,-3.886073832107944,12.338266167892055,2025-08-23T09:50:00.078000,0.24182646559301263
300105.22972,-950713.11062,-16.22527,-3.886073832107944,12.339196167892055,2025-08-23T09:50:00.137999,0.24219000174580063
300105.22943,-950713.11038,-16.22655,-3.886073832107944,12.340476167892056,2025-08-23T09:50:00.237999,0.2427973465270295
300105.22913,-950713.11016,-16.227719999999998,-3.886073832107944,12.341646167892055,2025-08-23T09:50:00.338000,0.24340799824187626
300105.22896,-950713.11005,-16.228479999999998,-3.886073832107944,12.342406167892054,2025-08-23T09:50:00.398000,0.24377501378461186
300105.22872,-950713.10991,-16.22968,-3.886073832107944,12.343606167892055,2025-08-23T09:50:00.478000,0.24426677414836978
300105.22853,-950713.10981,-16.23071,-3.886073832107944,12.344636167892055,2025-08-23T09:50:00.538000,0.24463741675886877
300105.22823,-950713.10965,-16.23262,-3.886073832107944,12.346546167892058,2025-08-23T09:50:00.637999,0.2452565534986261
300105.22805,-950713.10956,-16.23385,-3.886073832107944,12.347776167892057,2025-08-23T09:50:00.697999,0.2456294675003052
300105.22775,-950713.10939,-16.2359,-3.886073832107944,12.349826167892058,2025-08-23T09:50:00.796999,0.2462475495014053
300105.22758,-950713.10929,-16.23707,-3.886073832107944,12.350996167892056,2025-08-23T09:50:00.857000,0.24662288911061073
300105.22729,-950713.1091,-16.238889999999998,-3.886073832107944,12.352816167892055,2025-08-23T09:50:00.957000,0.24725146645000004
300105.22711,-950713.10898,-16.23991,-3.886073832107944,12.353836167892055,2025-08-23T09:50:01.016999,0.24763048188374656
300105.22686,-950713.10884,-16.24125,-3.886073832107944,12.355176167892058,2025-08-23T09:50:01.097000,0.24813808962424572
300105.22667,-950713.10873,-16.24225,-3.886073832107944,12.356176167892055,2025-08-23T09:50:01.156999,0.24852027646320185
300105.22637,-950713.10856,-16.24392,-3.886073832107944,12.357846167892056,2025-08-23T09:50:01.256999,0.24915869082847658
300105.22608,-950713.1084,-16.24557,-3.886073832107944,12.359496167892058,2025-08-23T09:50:01.357000,0.24979961391901795
300105.22591,-950713.10832,-16.2465,-3.886073832107944,12.360426167892058,2025-08-23T09:50:01.417000,0.25018540217580854
300105.22568,-950713.10821,-16.247619999999998,-3.886073832107944,12.361546167892055,2025-08-23T09:50:01.497000,0.2507018061857699
300105.22546,-950713.10811,-16.248549999999998,-3.886073832107944,12.362476167892055,2025-08-23T09:50:01.576999,0.25121963105846706
300105.22528,-950713.10804,-16.24906,-3.886073832107944,12.362986167892057,2025-08-23T09:50:01.637000,0.25161032433314123
300105.22504,-950713.10795,-16.24952,-3.886073832107944,12.363446167892057,2025-08-23T09:50:01.716999,0.252133079724013
300105.22472,-950713.10783,-16.24983,-3.886073832107944,12.363756167892056,2025-08-23T09:50:01.815999,0.25278439705942957
300105.22451,-950713.10775,-16.249959999999998,-3.886073832107944,12.363886167892055,2025-08-23T09:50:01.875999,0.2531817407401922
300105.2243,-950713.10767,-16.250149999999998,-3.886073832107944,12.364076167892055,2025-08-23T09:50:01.936000,0.2535802894211969
300105.22408,-950713.10759,-16.25046,-3.886073832107944,12.364386167892057,2025-08-23T09:50:01.995999,0.2539806697795543
300105.22368,-950713.1075,-16.25135,-3.886073832107944,12.365276167892056,2025-08-23T09:50:02.095999,0.2546529837744677
300105.22314,-950713.1075,-16.25366,-3.886073832107944,12.367586167892057,2025-08-23T09:50:02.196000,0.2553382674770922
300105.22263,-950713.10752,-16.25742,-3.886073832107944,12.371346167892057,2025-08-23T09:50:02.256000,0.2557634276256598
300105.22164,-950713.10751,-16.264419999999998,-3.886073832107944,12.378346167892055,2025-08-23T09:50:02.336000,0.2563526642888958
300105.22037,-950713.1074,-16.27141,-3.886073832107944,12.385336167892056,2025-08-23T09:50:02.415999,0.2569622285109902
300105.21928,-950713.10722,-16.27585,-3.886073832107944,12.389776167892055,2025-08-23T09:50:02.476000,0.25742846960317867
300105.21773,-950713.1069,-16.279719999999998,-3.886073832107944,12.393646167892054,2025-08-23T09:50:02.555999,0.2580507688505782
300105.2165,-950713.10657,-16.281109999999998,-3.886073832107944,12.395036167892055,2025-08-23T09:50:02.616000,0.25849733904542216
300105.21434,-950713.1058,-16.28104,-3.886073832107944,12.394966167892058,2025-08-23T09:50:02.716000,0.25910491395322083
300105.21297,-950713.10509,-16.28067,-3.886073832107944,12.394596167892058,2025-08-23T09:50:02.775000,0.25940698951675456
300105.21157,-950713.10415,-16.2809,-3.886073832107944,12.394826167892056,2025-08-23T09:50:02.834999,0.25969955137353146
300105.2092,-950713.1021,-16.281219999999998,-3.886073832107944,12.395146167892054,2025-08-23T09:50:02.934999,0.2601635546086163
300105.20778,-950713.10059,-16.28125,-3.886073832107944,12.395176167892057,2025-08-23T09:50:02.995000,0.260430019905997
300105.20562,-950713.09742,-16.281689999999998,-3.886073832107944,12.395616167892054,2025-08-23T09:50:03.095000,0.2608535059477619
300105.20435,-950713.09515,-16.28268,-3.886073832107944,12.396606167892056,2025-08-23T09:50:03.154999,0.2610897468775737
300105.20267,-950713.09175,-16.28499,-3.886073832107944,12.398916167892057,2025-08-23T09:50:03.235000,0.2613843324032644
300105.20098,-950713.08797,-16.28841,-3.886073832107944,12.402336167892056,2025-08-23T09:50:03.315000,0.2616559996049652
300105.19926,-950713.08388,-16.29262,-3.886073832107944,12.406546167892056,2025-08-23T09:50:03.394999,0.26190733328288657
300105.19793,-950713.08063,-16.29593,-3.886073832107944,12.409856167892055,2025-08-23T09:50:03.455000,0.2620828818665005
300105.19564,-950713.07497,-16.30094,-3.886073832107944,12.414866167892058,2025-08-23T09:50:03.555000,0.26235712806346534
300105.19324,-950713.0691,-16.30413,-3.886073832107944,12.418056167892058,2025-08-23T09:50:03.654999,0.26261384090628903
300105.19172,-950713.06549,-16.30549,-3.886073832107944,12.419416167892056,2025-08-23T09:50:03.714999,0.2627595263323697
300105.18956,-950713.06061,-16.30701,-3.886073832107944,12.420936167892055,2025-08-23T09:50:03.794000,0.262938194751126
300105.18723,-950713.05567,-16.30831,-3.886073832107944,12.422236167892056,2025-08-23T09:50:03.874000,0.2631144765526526
300105.18472,-950713.05073,-16.30958,-3.886073832107944,12.423506167892057,2025-08-23T09:50:03.953999,0.2632849479339975
300105.18271,-950713.04702,-16.3106,-3.886073832107944,12.424526167892058,2025-08-23T09:50:04.014000,0.2634084350617366
300105.17906,-950713.04093,-16.31259,-3.886073832107944,12.426516167892057,2025-08-23T09:50:04.114000,0.26361023248160304
300105.17669,-950713.03734,-16.313869999999998,-3.886073832107944,12.427796167892055,2025-08-23T09:50:04.173999,0.26372927666127094
300105.17242,-950713.03151,-16.31597,-3.886073832107944,12.429896167892057,2025-08-23T09:50:04.273999,0.2639260871682133
300105.1678,-950713.0259,-16.317809999999998,-3.886073832107944,12.431736167892055,2025-08-23T09:50:04.374000,0.26412364098402624
300105.16488,-950713.02266,-16.31873,-3.886073832107944,12.432656167892056,2025-08-23T09:50:04.434000,0.2642441012485421
300105.16085,-950713.01848,-16.319869999999998,-3.795422607753734,12.524447392246264,2025-08-23T09:50:04.514000,0.3351992407358277
300105.15557,-950713.01348,-16.32136,-3.795422607753734,12.525937392246265,2025-08-23T09:50:04.614000,0.3369906737701594
300105.15227,-950713.01062,-16.3224,-3.795422607753734,12.526977392246264,2025-08-23T09:50:04.673999,0.33807694304363123
300105.14653,-950713.0061,-16.32422,-3.795422607753734,12.528797392246267,2025-08-23T09:50:04.773000,0.3398978388864295
300105.14174,-950713.00271,-16.32556,-3.795422607753734,12.530137392246266,2025-08-23T09:50:04.853000,0.34138189023125565
300105.13803,-950713.00032,-16.32651,-3.795422607753734,12.531087392246265,2025-08-23T09:50:04.913000,0.3425060435113375
300105.13166,-950712.99662,-16.3281,-3.795422607753734,12.532677392246265,2025-08-23T09:50:05.012999,0.34439673733995163
300105.12502,-950712.99331,-16.32959,-3.795422607753734,12.534167392246266,2025-08-23T09:50:05.112999,0.3463134575180581
300105.12095,-950712.9915,-16.330389999999998,-3.795422607753734,12.534967392246264,2025-08-23T09:50:05.173000,0.3474701723870139
300105.11682,-950712.98981,-16.3311,-3.795422607753734,12.535677392246265,2025-08-23T09:50:05.233000,0.34863013455797615
300105.10983,-950712.98729,-16.332269999999998,-3.795422607753734,12.536847392246264,2025-08-23T09:50:05.332999,0.3505650700086253
300105.10556,-950712.98593,-16.333,-3.795422607753734,12.537577392246265,2025-08-23T09:50:05.392999,0.35172419065708277
300105.09981,-950712.98432,-16.33408,-3.795422607753734,12.538657392246266,2025-08-23T09:50:05.472999,0.353258863949485
300105.09545,-950712.98326,-16.334989999999998,-3.795422607753734,12.539567392246264,2025-08-23T09:50:05.533000,0.35439651765040164
300105.0881,-950712.9818,-16.33661,-3.795422607753734,12.541187392246266,2025-08-23T09:50:05.633000,0.35624980866957867
300105.08365,-950712.9811,-16.337609999999998,-3.795422607753734,12.542187392246264,2025-08-23T09:50:05.692999,0.3573203421736217
300105.07619,-950712.98023,-16.33922,-3.795422607753734,12.543797392246267,2025-08-23T09:50:05.792000,0.3589838612830955
300105.07169,-950712.97988,-16.340049999999998,-3.795422607753734,12.544627392246264,2025-08-23T09:50:05.851999,0.35990244184699877
300105.06418,-950712.97959,-16.34101,-3.795422607753734,12.545587392246267,2025-08-23T09:50:05.951999,0.3612531216081027
300105.05956,-950712.97963,-16.34148,-3.795422607753734,12.546057392246267,2025-08-23T09:50:06.012000,0.36195120222255733
300105.05149,-950712.98009,-16.34267,-3.795422607753734,12.547247392246264,2025-08-23T09:50:06.112000,0.36291838981072205
300105.04666,-950712.98053,-16.343429999999998,-3.795422607753734,12.548007392246264,2025-08-23T09:50:06.171999,0.36339648859928475
300105.04184,-950712.98108,-16.344279999999998,-3.795422607753734,12.548857392246264,2025-08-23T09:50:06.232000,0.36381561496338116
300105.03382,-950712.98225,-16.3458,-3.795422607753734,12.550377392246267,2025-08-23T09:50:06.332000,0.36441799459111685
300105.02902,-950712.9831,-16.346709999999998,-3.795422607753734,12.551287392246264,2025-08-23T09:50:06.391999,0.3647374064564401
300105.02266,-950712.9844,-16.34781,-3.795422607753734,12.552387392246265,2025-08-23T09:50:06.472000,0.3651310189941594
300105.01632,-950712.9859,-16.34864,-3.795422607753734,12.553217392246266,2025-08-23T09:50:06.552000,0.36549502285129787
300105.01003,-950712.9876,-16.34922,-3.795422607753734,12.553797392246265,2025-08-23T09:50:06.631999,0.36584017798785856
300105.00533,-950712.98899,-16.349429999999998,-3.795422607753734,12.554007392246264,2025-08-23T09:50:06.692000,0.36608709619129537
300104.99754,-950712.99155,-16.349539999999998,-3.795422607753734,12.554117392246264,2025-08-23T09:50:06.790999,0.36646867865053884
300104.99288,-950712.99324,-16.34945,-3.795422607753734,12.554027392246267,2025-08-23T09:50:06.851000,0.3666958146992591
300104.98517,-950712.99634,-16.34927,-3.795422607753734,12.553847392246267,2025-08-23T09:50:06.951000,0.36706424718001257
300104.97773,-950712.99956,-16.34902,-3.795422607753734,12.553597392246266,2025-08-23T09:50:07.050999,0.367445762086717
300104.97339,-950713.00157,-16.34898,-3.795422607753734,12.553557392246267,2025-08-23T09:50:07.110999,0.3676821054621349
300104.96765,-950713.00446,-16.34936,-3.795422607753734,12.553937392246267,2025-08-23T09:50:07.190999,0.3679937025495024
300104.96338,-950713.00679,-16.35015,-3.795422607753734,12.554727392246265,2025-08-23T09:50:07.250999,0.3682243027981262
300104.95637,-950713.01096,-16.35242,-3.795422607753734,12.556997392246265,2025-08-23T09:50:07.351000,0.36860717843606133
300104.94949,-950713.0155,-16.35548,-3.879800927757441,12.47567907224256,2025-08-23T09:50:07.451000,0.22968373114320897
300104.94545,-950713.01838,-16.35746,-3.879800927757441,12.47765907224256,2025-08-23T09:50:07.510999,0.2301213457011823
300104.94016,-950713.0224,-16.360049999999998,-3.879800927757441,12.480249072242557,2025-08-23T09:50:07.591000,0.230702634173008
300104.93627,-950713.02556,-16.36186,-3.879800927757441,12.48205907224256,2025-08-23T09:50:07.650999,0.23113702020301927
300104.92994,-950713.03104,-16.36443,-3.879800927757441,12.484629072242559,2025-08-23T09:50:07.750000,0.23184825374471674
300104.92623,-950713.03446,-16.36564,-3.879800927757441,12.485839072242559,2025-08-23T09:50:07.809999,0.23227315696874326
300104.92021,-950713.04035,-16.36682,-3.879800927757441,12.48701907224256,2025-08-23T09:50:07.910000,0.23297019079116793
300104.91438,-950713.04644,-16.36709,-3.879800927757441,12.487289072242561,2025-08-23T09:50:08.010000,0.23364912931044743
300104.91099,-950713.05011,-16.36723,-3.879800927757441,12.48742907224256,2025-08-23T09:50:08.069999,0.23404373203319667
300104.90657,-950713.05512,-16.36739,-3.879800927757441,12.48758907224256,2025-08-23T09:50:08.150000,0.23455802665492906
300104.90333,-950713.05895,-16.367729999999998,-3.879800927757441,12.487929072242558,2025-08-23T09:50:08.209999,0.23493355667746044
300104.89804,-950713.06548,-16.36907,-3.879800927757441,12.48926907224256,2025-08-23T09:50:08.309999,0.23553778823759386
300104.89496,-950713.0695,-16.37034,-3.879800927757441,12.490539072242559,2025-08-23T09:50:08.370000,0.23588822746303095
300104.89193,-950713.07361,-16.37197,-3.879800927757441,12.492169072242561,2025-08-23T09:50:08.430000,0.23622864167975474
300104.88704,-950713.08086,-16.37633,-3.879800927757441,12.49652907224256,2025-08-23T09:50:08.529999,0.2367802812346194
300104.88421,-950713.08552,-16.3795,-3.879800927757441,12.49969907224256,2025-08-23T09:50:08.589999,0.23710216197194522
300104.88145,-950713.09029,-16.38185,-3.879800927757441,12.50204907224256,2025-08-23T09:50:08.650000,0.23741210938155885
300104.87876,-950713.09511,-16.383129999999998,-3.879800927757441,12.503329072242558,2025-08-23T09:50:08.709999,0.2377084564295136
300104.87441,-950713.10316,-16.38326,-4.120932054434764,12.262327945565236,2025-08-23T09:50:08.809000,0.2544184811230125
300104.87188,-950713.10805,-16.38307,-4.120932054434764,12.262137945565236,2025-08-23T09:50:08.868999,0.25512223058485056
300104.86941,-950713.11302,-16.383219999999998,-4.120932054434764,12.262287945565234,2025-08-23T09:50:08.928999,0.25582310714295814
300104.86702,-950713.1181,-16.38393,-4.120932054434764,12.262997945565235,2025-08-23T09:50:08.989000,0.2565186900564872
300104.86312,-950713.12692,-16.38664,-4.120932054434764,12.265707945565236,2025-08-23T09:50:09.088999,0.2576656058054732
300104.85934,-950713.13607,-16.38972,-4.120932054434764,12.268787945565236,2025-08-23T09:50:09.188999,0.25877320694484834
300104.85712,-950713.14169,-16.39137,-4.120932054434764,12.270437945565234,2025-08-23T09:50:09.249000,0.25940641702018846
300104.85492,-950713.14738,-16.39276,-4.120932054434764,12.271827945565235,2025-08-23T09:50:09.309000,0.26000702244868096
300104.85125,-950713.15695,-16.39472,-4.120932054434764,12.273787945565235,2025-08-23T09:50:09.408999,0.26091542034750176
300104.84904,-950713.16275,-16.39592,-4.120932054434764,12.274987945565236,2025-08-23T09:50:09.468999,0.2613924890449331
300104.84685,-950713.16861,-16.39742,-4.120932054434764,12.276487945565236,2025-08-23T09:50:09.529000,0.2618092463349074
300104.84472,-950713.1745,-16.39877,-4.120932054434764,12.277837945565235,2025-08-23T09:50:09.588999,0.26216204502334994
300104.84137,-950713.18418,-16.399919999999998,-4.120932054434764,12.278987945565234,2025-08-23T09:50:09.688999,0.2626236475072104
300104.83945,-950713.18988,-16.40013,-4.120932054434764,12.279197945565237,2025-08-23T09:50:09.747999,0.26283447720689024
300104.83755,-950713.19549,-16.40014,-4.120932054434764,12.279207945565236,2025-08-23T09:50:09.807999,0.2630209721339834
300104.83422,-950713.20473,-16.40102,-4.120932054434764,12.280087945565235,2025-08-23T09:50:09.908000,0.2632825062983382
300104.83208,-950713.21022,-16.40201,-4.120932054434764,12.281077945565237,2025-08-23T09:50:09.968000,0.2634171720006351
300104.82984,-950713.21569,-16.40324,-4.120932054434764,12.282307945565236,2025-08-23T09:50:10.027999,0.2635371878717275
300104.82755,-950713.2212,-16.40496,-4.120932054434764,12.284027945565235,2025-08-23T09:50:10.088000,0.2636398053314283
300104.82364,-950713.23049,-16.40854,-4.133618991927454,12.274921008072544,2025-08-23T09:50:10.188000,0.24217917313372472
300104.82124,-950713.23611,-16.41086,-4.133618991927454,12.277241008072545,2025-08-23T09:50:10.247999,0.24283359412577554
300104.81799,-950713.2436,-16.41364,-4.133618991927454,12.280021008072547,2025-08-23T09:50:10.328000,0.24369298548083665
300104.8155,-950713.24915,-16.41518,-4.133618991927454,12.281561008072545,2025-08-23T09:50:10.387999,0.24431885710765522
300104.81297,-950713.25461,-16.41604,-4.133618991927454,12.282421008072545,2025-08-23T09:50:10.447999,0.24492166013553848
300104.80959,-950713.2617,-16.41637,-4.133618991927454,12.282751008072546,2025-08-23T09:50:10.527999,0.2456784683345713
300104.80705,-950713.26695,-16.41676,-4.133618991927454,12.283141008072546,2025-08-23T09:50:10.588000,0.2462068032789864
300104.8037,-950713.27391,-16.41772,-4.133618991927454,12.284101008072545,2025-08-23T09:50:10.667999,0.2468501004240526
300104.80041,-950713.28084,-16.419059999999998,-4.133618991927454,12.285441008072544,2025-08-23T09:50:10.747000,0.2474063961584382
